"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat"
"130209","occ","","","10755","n. gen. Chaoyangosaurus n. sp. liaosiensis","species","65704","replaced by","Chaoyangsaurus youngi","species","55580","Late Tithonian","Valanginian","150.8","132.9","13360","123.966698","42.933300"
"139249","occ","","","11892","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","16964","-111.461914","50.753296"
"139251","occ","","","11894","Centrosaurus apertus","species","63911","","Centrosaurus apertus","species","63911","Late Campanian","","83.5","70.6","16964","-111.528931","50.737297"
"139294","occ","32334","","11919","Gryposaurus cf. notabilis","species","63251","","Gryposaurus notabilis","species","63251","Late Campanian","","83.5","70.6","59147","-111.529999","50.770000"
"139340","occ","","","11931","n. gen. Ankylosaurus n. sp. magniventris","species","52793","","Ankylosaurus magniventris","species","52793","Maastrichtian","","72.1","66","4210","-106.569901","47.637699"
"147092","occ","","","12977","n. gen. Stenotholus n. sp. kohleri","species","53215","subjective synonym of","Pachycephalosaurus wyomingensis","species","64648","Maastrichtian","","72.1","66","4306","-106.227776","47.695831"
"147093","occ","","","12977","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","4306","-106.227776","47.695831"
"149599","occ","","","13214","Stegosaurus sp.","genus","38814","","Stegosaurus","genus","38814","Kimmeridgian","Tithonian","157.3","145","4387","-106.389999","42.035831"
"149860","occ","","","13268","Hypsilophodon sp.","genus","38736","","Hypsilophodon","genus","38736","Late Barremian","Early Aptian","130","122.46","4398","-1.468000","50.654499"
"149981","occ","","","13279","n. gen. Scutellosaurus n. sp. lawleri","species","67088","","Scutellosaurus lawleri","species","67088","Sinemurian","Pliensbachian","199.3","182.7","4405","-111.027779","35.679169"
"149982","occ","","","13280","Scutellosaurus lawleri","species","67088","","Scutellosaurus lawleri","species","67088","Sinemurian","Pliensbachian","199.3","182.7","4405","-111.073608","35.736668"
"149983","occ","10063","","13281","Orodromeus makelai","species","64338","","Orodromeus makelai","species","64338","Campanian","","83.6","72.1","7404","-112.182777","47.812500"
"149984","occ","","","13282","Maiasaura peeblesorum","species","55574","","Maiasaura peeblesorum","species","55574","Campanian","","83.6","72.1","4406","-112.182777","47.812500"
"149987","occ","","","13284","n. gen. Goyocephale n. sp. lattimorei","species","52838","","Goyocephale lattimorei","species","52838","Santonian","Maastrichtian","86.3","66","4408","102.066666","48.583332"
"149989","occ","22651","","13286","n. gen. Tethyshadros n. sp. insularis","species","161198","","Tethyshadros insularis","species","161198","Campanian","","83.6","72.1","31507","13.588611","45.778610"
"150241","occ","25326","","13334","Telmatosaurus transsylvanicus","species","68154","","Telmatosaurus transsylvanicus","species","68153","Early Maastrichtian","","70.6","66","76545","22.845142","45.603615"
"150242","occ","22872","","13335","Owenodon sp.","genus","163544","","Owenodon","genus","163544","Berriasian","","145","139.8","31500","22.400000","46.950001"
"150248","occ","30609","","13335","Valdosaurus canaliculatus","species","52886","","Valdosaurus canaliculatus","species","52885","Berriasian","","145","139.8","50241","22.400000","46.950001"
"150309","occ","","","13339","Monoclonius n. sp. nasicornus","species","56146","subjective synonym of","Styracosaurus albertensis","species","56144","Late Campanian","","83.5","70.6","5980","-111.565781","50.742214"
"150310","occ","","","13340","Monoclonius n. sp. cutleri","species","56145","subjective synonym of","Centrosaurus apertus","species","63911","Campanian","","83.6","72.1","5980","-111.800003","50.730000"
"150327","occ","18458","F","13350","Spheroolithus sp.","genus","67290","","Spheroolithus","genus","67290","Cenomanian","Santonian","100.5","83.6","14217","101.331947","43.938889"
"150352","occ","","","13352","Stegosaurus sp.","genus","38814","","Stegosaurus","genus","38814","Kimmeridgian","Tithonian","157.3","145","1808","-105.916199","42.152302"
"150851","occ","18326","","13411","n. gen. Graciliceratops n. sp. mongoliensis","species","67674","","Graciliceratops mongoliensis","species","67674","Cenomanian","Santonian","100.5","83.6","14425","101.331947","43.938889"
"150852","occ","","","13411","""Syrmosaurus"" disparoserratus","species","67250","nomen dubium","Ankylosauridae","family","38831","Cenomanian","Santonian","100.5","83.6","6048","101.331947","43.938889"
"150855","occ","","","13411","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Cenomanian","Santonian","100.5","83.6","6048","101.331947","43.938889"
"154974","occ","","","13776","Ankylosauridae indet.","family","38831","","Ankylosauridae","family","38831","Middle Campanian","Late Campanian","83.5","70.6","9899","101.125000","43.487499"
"154975","occ","22652","","13777","n. gen. Bagaceratops n. sp. rozhdestvenskyi","species","52826","","Bagaceratops rozhdestvenskyi","species","52826","Middle Campanian","Late Campanian","83.5","70.6","6048","99.750000","43.250000"
"219925","occ","","","22638","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","5739","-104.482002","43.349400"
"219926","occ","","","22638","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","5739","-104.482002","43.349400"
"219931","occ","","","22638","Pachycephalosauridae indet.","family","38783","","Pachycephalosauridae","family","38783","Maastrichtian","","72.1","66","5739","-104.482002","43.349400"
"219935","occ","","","22640","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Late Campanian","","83.5","70.6","5723","-111.324570","50.815014"
"219965","occ","30389","","22645","Iguanodon n. sp. bernissartensis","species","58905","","Iguanodon bernissartensis","species","58905","Barremian","Early Aptian","129.4","122.46","19188","3.633333","50.466667"
"219973","occ","12664","","22648","Stegosaurus stenops","species","56491","","Stegosaurus stenops","species","56491","Kimmeridgian","Tithonian","157.3","145","58803","-106.048615","42.017776"
"219990","occ","18103","","22652","Prosaurolophus blackfeetensis","species","57631","","Prosaurolophus blackfeetensis","species","57631","Campanian","","83.6","72.1","17718","-113.750000","48.630001"
"219992","occ","","","22653","Maiasaura peeblesorum","species","55574","","Maiasaura peeblesorum","species","55574","Campanian","","83.6","72.1","5724","-113.750000","48.633301"
"219993","occ","12168","","22653","Orodromeus makelai","species","64338","","Orodromeus makelai","species","64338","Campanian","","83.6","72.1","7404","-113.750000","48.633301"
"219997","occ","","","22654","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5922","-111.525871","50.728848"
"220000","occ","","","22654","Nodosaurus sp.","genus","38823","","Nodosaurus","genus","38823","Late Campanian","","83.5","70.6","5922","-111.525871","50.728848"
"220003","occ","","","22656","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5923","-111.513893","50.734207"
"220004","occ","","","22656","Chasmosaurus sp.","genus","38855","","Chasmosaurus","genus","38855","Late Campanian","","83.5","70.6","5923","-111.513893","50.734207"
"220008","occ","","","22657","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5721","-111.524582","50.727234"
"220010","occ","13659","","22657","Centrosaurus apertus","species","63911","","Centrosaurus apertus","species","63911","Late Campanian","","83.5","70.6","14847","-111.524582","50.727234"
"220012","occ","","","22657","Nodosauridae indet.","family","38817","","Nodosauridae","family","38817","Late Campanian","","83.5","70.6","5721","-111.524582","50.727234"
"220027","occ","23431","","22659","cf. Mojoceratops sp.","genus","170958","subjective synonym of","Chasmosaurus","genus","38855","Late Campanian","","83.5","70.6","33878","-111.484657","50.750553"
"220057","occ","","","22678","Stegosaurus sp.","genus","38814","","Stegosaurus","genus","38814","Late Kimmeridgian","Tithonian","155.7","145","5760","-108.199997","43.630001"
"220059","occ","","","22678","Camptosaurus sp.","genus","38748","","Camptosaurus","genus","38748","Late Kimmeridgian","Tithonian","155.7","145","5760","-108.199997","43.630001"
"220091","occ","","","22685","Protoceratops andrewsi","species","52824","","Protoceratops andrewsi","species","52824","Late Campanian","","83.5","70.6","63431","103.333336","44.250000"
"220095","occ","","","22687","Hypsilophodon foxii","species","54190","","Hypsilophodon foxii","species","54190","Late Hauterivian","Early Aptian","136.4","122.46","5672","1.250000","50.070000"
"220096","occ","","","22689","Prosaurolophus blackfeetensis","species","57631","","Prosaurolophus blackfeetensis","species","57631","Late Santonian","Early Campanian","85.8","70.6","5724","-113.750000","48.633301"
"220097","occ","18104","","22689","Hypacrosaurus cf. stebingeri","species","64339","","Hypacrosaurus stebingeri","species","64339","Late Santonian","Early Campanian","85.8","70.6","17718","-113.750000","48.633301"
"220098","occ","","","22689","Gryposaurus sp.","genus","53014","","Gryposaurus","genus","53014","Late Santonian","Early Campanian","85.8","70.6","5724","-113.750000","48.633301"
"220109","occ","","","22691","Maiasaura peeblesorum","species","55574","","Maiasaura peeblesorum","species","55574","Campanian","","83.6","72.1","5724","-112.701118","48.479202"
"220113","occ","18106","","22692","Ankylosauridae indet.","family","38831","","Ankylosauridae","family","38831","Late Campanian","","83.5","70.6","17718","-112.640831","48.910831"
"220116","occ","","","22695","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5929","-111.398720","50.754803"
"220119","occ","","","22696","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5929","-111.325546","50.781303"
"220124","occ","23117","","22699","Pachyrhinosaurus n. sp. lakustai","species","167138","","Pachyrhinosaurus lakustai","species","167138","Late Campanian","","83.5","70.6","32668","-119.108101","55.063900"
"220149","occ","","","22709","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","5684","-103.196945","29.138056"
"220164","occ","","","22711","Stegosaurus sp.","genus","38814","","Stegosaurus","genus","38814","Kimmeridgian","Tithonian","157.3","145","15179","-109.205833","40.423611"
"220165","occ","","","22711","Dryosaurus sp.","genus","38731","","Dryosaurus","genus","38731","Kimmeridgian","Tithonian","157.3","145","15179","-109.205833","40.423611"
"220166","occ","","","22711","Camptosaurus sp.","genus","38748","","Camptosaurus","genus","38748","Kimmeridgian","Tithonian","157.3","145","15179","-109.205833","40.423611"
"220190","occ","35569","","22713","n. gen. Convolosaurus n. sp. marri","species","382687","","Convolosaurus marri","species","382687","Aptian","","125","113","68145","-98.476303","31.972200"
"220226","occ","23105","","22727","Iguanodon bernissartensis","species","58905","","Iguanodon bernissartensis","species","58905","Aptian","","125","113","5691","8.632222","51.434166"
"220227","occ","30565","","22727","Iguanodon cf. atherfieldensis","species","64255","recombined as","Mantellisaurus atherfieldensis","species","64255","Aptian","","125","113","5691","8.632222","51.434166"
"220228","occ","18442","","22727","Iguanodon cf. bernissartensis","species","58905","","Iguanodon bernissartensis","species","58905","Aptian","","125","113","5691","8.632222","51.434166"
"221280","occ","18488","","22655","Styracosaurus albertensis","species","56144","","Styracosaurus albertensis","species","56144","Late Campanian","","83.5","70.6","18896","-111.494217","50.736092"
"221281","occ","","","22659","Centrosaurus apertus","species","63911","","Centrosaurus apertus","species","63911","Late Campanian","","83.5","70.6","18556","-111.484657","50.750553"
"225585","occ","","","21852","Stegosaurus sp.","genus","38814","","Stegosaurus","genus","38814","Early Tithonian","","150.8","145","15567","-109.300552","40.441387"
"229313","occ","12169","","22690","Hypacrosaurus stebingeri","species","64339","","Hypacrosaurus stebingeri","species","64339","Campanian","","83.6","72.1","12559","-113.750000","48.633301"
"229314","occ","","","22692","Prosaurolophus n. sp. blackfeetensis","species","57631","","Prosaurolophus blackfeetensis","species","57631","Late Campanian","","83.5","70.6","5697","-112.640831","48.910831"
"229315","occ","10640","","22693","n. gen. Einiosaurus n. sp. procurvicornis","species","53954","","Einiosaurus procurvicornis","species","53954","Campanian","","83.6","72.1","14725","-112.650002","48.966599"
"229316","occ","","","22694","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Campanian","","83.6","72.1","5697","-112.650002","48.966599"
"229317","occ","10641","","22694","Einiosaurus procurvicornis","species","53954","","Einiosaurus procurvicornis","species","53954","Campanian","","83.6","72.1","8729","-112.650002","48.966599"
"229342","occ","","","22709","Chasmosaurus mariscalensis","species","52772","recombined as","Agujaceratops mariscalensis","species","52772","Late Campanian","","83.5","70.6","5684","-103.196945","29.138056"
"248075","occ","19747","","14437","n. gen. Avaceratops n. sp. lammersi","species","55539","","Avaceratops lammersi","species","55539","Middle Campanian","Late Campanian","83.5","70.6","25472","-109.410004","46.459999"
"248589","occ","","","24257","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Late Campanian","","83.5","70.6","694","-101.116669","26.116667"
"248594","occ","31474","","24258","n. gen. Latirhinus n. sp. uitstlani","species","251612","","Latirhinus uitstlani","species","251612","Late Campanian","","83.5","70.6","43677","-101.702103","25.473700"
"248601","occ","","","24259","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Late Campanian","","83.5","70.6","694","-101.416664","25.466667"
"248607","occ","","","24260","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Late Campanian","","83.5","70.6","694","-101.383331","25.516666"
"248615","occ","","","24261","Hadrosaurinae indet.","subfamily","53382","","Hadrosaurinae","subfamily","53382","Late Campanian","","83.5","70.6","694","-101.400276","25.500000"
"248620","occ","35298","","14616","Edmontosaurus cf. annectens","species","64305","","Edmontosaurus annectens","species","54239","Lancian","","70.6","66","67361","-106.427223","47.675835"
"248621","occ","","","14616","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Lancian","","70.6","66","1987","-106.427223","47.675835"
"248622","occ","","","14616","Ankylosauridae indet.","family","38831","","Ankylosauridae","family","38831","Lancian","","70.6","66","1987","-106.427223","47.675835"
"255091","occ","","F","24757","Ovaloolithus chinkangkouensis","species","68513","","Ovaloolithus chinkangkouensis","species","68512","Campanian","","83.6","72.1","24337","120.663673","36.890354"
"255376","occ","12320","","24790","Anatosaurus n. sp. copei","species","53383","recombined as","Anatotitan copei","species","53383","Maastrichtian","","72.1","66","12319","-102.497498","45.135834"
"255471","occ","","IF","24806","Shiraminesauropus n. sp. hayashidaniensis","species","142960","nomen dubium","Iguanodontipodidae","family","173463","Hauterivian","","132.9","129.4","36936","136.766663","35.883331"
"255623","occ","","","14455","Hadrosaurus sp.","genus","38762","","Hadrosaurus","genus","38762","Middle Campanian","Late Campanian","83.5","70.6","1691","-74.300003","40.299999"
"255624","occ","","","14455","Hypsibema crassicauda","species","64361","nomen dubium","Hadrosauridae","family","38755","Middle Campanian","Late Campanian","83.5","70.6","1691","-74.300003","40.299999"
"256036","occ","13663","","24845","Saurolophinae indet.","subfamily","53385","","Saurolophinae","subfamily","53385","Maastrichtian","","72.1","66","14863","-121.216667","37.466667"
"256118","occ","","","24851","Triceratops prorsus","species","63770","","Triceratops prorsus","species","63770","Maastrichtian","","72.1","66","6967","-104.021111","46.466389"
"256195","occ","","","24862","n. gen. Emausaurus n. sp. ernsti","species","64406","","Emausaurus ernsti","species","64406","Tenuicostatum","","183","182","6968","13.050000","54.133331"
"256525","occ","13614","","24888","n. gen. Protohadros n. sp. byrdi","species","64527","","Protohadros byrdi","species","64527","Middle Cenomanian","","99.6","93.5","6977","-97.096664","33.014442"
"256534","occ","30502","","24891","Chasmosaurus n. sp. irvinensis","species","64731","recombined as","Vagaceratops irvinensis","species","64731","Late Campanian","","83.5","70.6","6978","-110.266670","49.950001"
"256539","occ","31786","","24893","Chasmosaurus irvinensis","species","64731","recombined as","Vagaceratops irvinensis","species","64731","Late Campanian","","83.5","70.6","6978","-111.300003","50.733334"
"256575","occ","","","24897","Iguanodon mantelli","species","64506","","Iguanodon mantelli","species","64506","Late Barremian","Early Aptian","130","122.46","6980","-1.371491","50.617344"
"256679","occ","12154","","24906","Iguanodon n. sp. atherfieldensis","species","64255","recombined as","Mantellisaurus atherfieldensis","species","64255","Late Hauterivian","Early Aptian","136.4","122.46","6982","-1.366667","50.599998"
"256711","occ","","","24904","n. gen. Wannanosaurus n. sp. yansiensis","species","52840","","Wannanosaurus yansiensis","species","52840","Early Maastrichtian","","70.6","66","6987","118.337502","29.821943"
"256789","occ","27983","","24915","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","37768","-110.766670","31.666668"
"256790","occ","","","24915","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","62803","-110.766670","31.666668"
"256911","occ","38444","","24924","n. gen. Menefeeceratops n. sp. sealeyi","species","437583","","Menefeeceratops sealeyi","species","437583","Early Campanian","Middle Campanian","83.5","70.6","76871","-107.199997","35.700001"
"259283","occ","","","25073","Chasmosaurus mariscalensis","species","52772","recombined as","Agujaceratops mariscalensis","species","52772","Late Campanian","","83.5","70.6","7029","-103.550003","29.200001"
"259284","occ","","","25073","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","","83.5","70.6","7029","-103.550003","29.200001"
"259321","occ","13275","","25076","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113","100.5","13525","-108.141403","45.438999"
"259322","occ","","","25077","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113","100.5","13525","-108.161667","45.441387"
"262359","occ","36215","","25363","Ouranosaurus nigeriensis","species","52877","","Ouranosaurus nigeriensis","species","52877","Albian","","113","100.5","70903","10.333889","32.266109"
"263353","occ","","","25428","Polacanthus foxii","species","52785","","Polacanthus foxii","species","52785","Late Barremian","Early Aptian","130","122.46","7123","-1.472222","50.658890"
"266835","occ","18109","","25658","Orodromeus makelai","species","64338","","Orodromeus makelai","species","64338","Middle Campanian","","83.5","70.6","17718","-112.966667","48.650002"
"266838","occ","","","25658","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","7156","-112.966667","48.650002"
"269458","occ","","","25835","Psittacosaurus sp.","genus","38844","","Psittacosaurus","genus","38844","Late Barremian","Early Aptian","130","122.46","7186","120.733330","41.799999"
"269492","occ","","","25838","cf. Scelidosaurus sp.","genus","38801","","Scelidosaurus","genus","38801","Rhaetian","Sinemurian","208.5","190.8","14852","-2.916667","50.750000"
"277109","occ","","","26452","n. gen. Pisanosaurus n. sp. mertii","species","64409","","Pisanosaurus mertii","species","64409","Carnian","","237","228","7278","-68.000000","-30.000000"
"280099","occ","","","26760","Edmontosaurus annectens","species","64305","","Edmontosaurus annectens","species","54239","Late Maastrichtian","","70.6","66","7389","-104.483330","43.049999"
"280197","occ","","","26766","Hadrosaurus notabilis","species","95941","recombined as","Gryposaurus notabilis","species","63251","Late Campanian","","83.5","70.6","7398","-109.601669","46.257500"
"280198","occ","28657","","26767","Gryposaurus sp.","genus","53014","","Gryposaurus","genus","53014","Late Campanian","","83.5","70.6","46756","-109.129166","45.823334"
"280199","occ","19514","","26767","Lambeosaurinae indet.","subfamily","53394","","Lambeosaurinae","subfamily","53394","Late Campanian","","83.5","70.6","24881","-109.129166","45.823334"
"280200","occ","13172","","26767","Panoplosaurus sp.","genus","38825","","Panoplosaurus","genus","38825","Late Campanian","","83.5","70.6","17480","-109.129166","45.823334"
"280542","occ","","","26775","n. gen. Maiasaura n. sp. peeblesorum","species","55574","","Maiasaura peeblesorum","species","55574","Middle Campanian","Late Campanian","83.5","70.6","7402","-112.287567","47.768101"
"280571","occ","","","26779","Brachylophosaurus n. sp. goodwini","species","64297","subjective synonym of","Brachylophosaurus canadensis","species","65213","Middle Campanian","","83.5","70.6","7405","-110.616669","48.950001"
"280573","occ","34205","","26781","Hylaeosaurus sp.","genus","38822","","Hylaeosaurus","genus","38822","Late Hauterivian","Early Aptian","136.4","122.46","17480","-1.383333","50.633331"
"280829","occ","19290","","26790","Iguanodon n. sp. prestwichii","species","64407","recombined as","Cumnoria prestwichii","species","64407","Late Kimmeridgian","","155.7","150.8","7419","-1.313611","51.735279"
"280867","occ","13277","","26791","Hypsilophodon foxii","species","54190","","Hypsilophodon foxii","species","54190","Late Barremian","","130","125.45","12803","-1.371099","50.617123"
"280868","occ","","","26793","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Hauterivian","Early Aptian","136.4","122.46","29198","-1.383333","50.633331"
"280990","occ","21389","","26799","n. gen. Polacanthus n. sp. foxii","species","52785","","Polacanthus foxii","species","52785","Late Barremian","Early Aptian","130","122.46","7427","-1.375000","50.623333"
"281628","occ","","","26818","Edmontosaurus minor","species","85998","nomen dubium","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","1580","-75.166664","39.783333"
"281629","occ","30921","","26818","Lambeosaurinae indet.","subfamily","53394","","Lambeosaurinae","subfamily","53394","Maastrichtian","","72.1","66","7438","-75.166664","39.783333"
"284033","occ","","","27010","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Santonian","","86.3","83.6","7468","-88.456665","33.532780"
"284148","occ","12055","","27017","n. gen. Gastonia n. sp. burgei","species","63701","","Gastonia burgei","species","63701","Barremian","","129.4","125","7504","-109.567902","38.826099"
"284150","occ","","","27017","Hypsilophodontidae indet.","unranked clade","38734","","Hypsilophodontidae","unranked clade","38734","Barremian","","129.4","125","7471","-109.567902","38.826099"
"284618","occ","12056","","27025","Gastonia burgei","species","63701","","Gastonia burgei","species","63701","Valanginian","","139.8","132.9","7504","-109.691666","38.718056"
"284661","occ","","","27033","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Albian","","113","100.5","7478","-109.713402","38.782101"
"284665","occ","12097","","27035","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Early Aptian","Late Albian","125.45","99.6","7478","-96.249443","41.980000"
"284749","occ","","","27046","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Albian","","113","100.5","2087","-111.066017","38.936169"
"285083","occ","13281","","27067","n. gen. Eolambia n. sp. caroljonesa","species","66500","","Eolambia caroljonesa","species","66500","Late Albian","","105.3","99.6","13823","-110.857689","39.155956"
"285084","occ","12054","","27067","n. gen. Animantarx n. sp. ramaljonesi","species","63699","","Animantarx ramaljonesi","species","63699","Late Albian","","105.3","99.6","12199","-110.857689","39.155956"
"287918","occ","","","14557","cf. Thescelosaurus sp.","genus","38742","","Thescelosaurus","genus","38742","Lancian","","70.6","66","774","-104.366669","43.299999"
"287919","occ","","","14557","cf. Edmontosaurus sp.","genus","38761","","Edmontosaurus","genus","38761","Lancian","","70.6","66","774","-104.366669","43.299999"
"287920","occ","","","14557","cf. Triceratops sp.","genus","38862","","Triceratops","genus","38862","Lancian","","70.6","66","774","-104.366669","43.299999"
"288579","occ","18756","","14489","Ankylosauridae indet.","family","38831","","Ankylosauridae","family","38831","Judithian","","83.5","70.6","11752","-103.516670","29.316668"
"288580","occ","","","14489","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Judithian","","83.5","70.6","2988","-103.516670","29.316668"
"288581","occ","","","14489","Ceratopsidae indet.","family","38851","","Ceratopsidae","family","38851","Judithian","","83.5","70.6","2988","-103.516670","29.316668"
"288583","occ","12535","","14489","Pachycephalosauridae indet.","family","38783","","Pachycephalosauridae","family","38783","Judithian","","83.5","70.6","11752","-103.516670","29.316668"
"289108","occ","","","27562","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","61518","-76.859650","38.914715"
"289723","occ","31619","","14375","Tenontosaurus ? sp.","genus","38741","","Tenontosaurus","genus","38741","Albian","","113","100.5","7600","-97.616669","33.283333"
"289724","occ","","","14375","Hypsilophodontidae indet.","unranked clade","38734","","Hypsilophodontidae","unranked clade","38734","Albian","","113","100.5","56060","-97.616669","33.283333"
"289738","occ","21975","","14388","Tenontosaurus ? sp.","genus","38741","","Tenontosaurus","genus","38741","Albian","","113","100.5","7600","-97.582741","33.500179"
"291022","occ","","","14640","Thescelosaurus sp.","genus","38742","","Thescelosaurus","genus","38742","Lancian","","70.6","66","717","-104.491669","40.386391"
"291023","occ","","","14640","Triceratops sp.","genus","38862","","Triceratops","genus","38862","Lancian","","70.6","66","717","-104.491669","40.386391"
"292842","occ","","","27889","n. gen. Stegopelta n. sp. landerensis","species","63886","","Stegopelta landerensis","species","63886","Late Albian","Early Cenomanian","105.3","93.5","7645","-108.023613","42.832222"
"292863","occ","38688","","27894","Telmatosaurus sp.","genus","64068","","Telmatosaurus","genus","64068","Late Maastrichtian","","70.6","66","77788","22.883333","45.566666"
"292864","occ","38689","","27894","Struthiosaurus sp.","genus","38830","","Struthiosaurus","genus","38830","Late Maastrichtian","","70.6","66","77788","22.883333","45.566666"
"293758","occ","","IF","28003","Caririchnium n. sp. protohadrosaurichnos","species","68032","nomen dubium","Caririchnium","genus","68031","Early Cenomanian","Middle Cenomanian","99.6","93.5","7663","-97.092072","32.995209"
"294952","occ","","","28196","Hypsilophodontidae indet.","unranked clade","38734","","Hypsilophodontidae","unranked clade","38734","Late Barremian","Early Aptian","130","122.46","7706","-0.283333","40.816666"
"296427","occ","","I","28334","Moyenisauropus sp.","genus","52872","subjective synonym of","Anomoepus","genus","67049","Late Hettangian","","201.3","196.5","7786","21.633333","50.933334"
"296471","occ","","","28369","Hadrosaurus n. sp. agilis","species","52921","recombined as","Claosaurus agilis","species","52921","Late Coniacian","Early Campanian","89.3","70.6","7805","-101.102776","38.893333"
"296498","occ","","","28382","n. gen. Stegosaurus n. sp. armatus","species","52941","nomen dubium","Stegosaurus","genus","38814","Kimmeridgian","Tithonian","157.3","145","7808","-105.192596","39.675598"
"297018","occ","","","28437","n. gen. Nodosaurus n. sp. textilis","species","52780","","Nodosaurus textilis","species","52780","Middle Cenomanian","","99.6","93.5","7835","-105.924446","42.893055"
"297287","occ","21722","","28454","Rhabdodon sp.","genus","38753","","Rhabdodon","genus","38753","Late Campanian","","83.5","70.6","29887","6.106141","43.606697"
"297288","occ","23295","","28454","Nodosauridae indet.","family","38817","","Nodosauridae","family","38817","Late Campanian","","83.5","70.6","33197","6.106141","43.606697"
"297293","occ","","","28455","Hypsilophodontidae indet.","unranked clade","38734","","Hypsilophodontidae","unranked clade","38734","Late Campanian","Early Maastrichtian","83.5","66","7841","5.565626","43.534836"
"297616","occ","","","28548","Anchiceratops n. sp. longirostris","species","63446","subjective synonym of","Anchiceratops ornatus","species","63447","Late Campanian","Maastrichtian","83.5","66","7884","-112.783333","51.840279"
"297694","occ","10357","","28406","Rhabdodon sp.","genus","38753","","Rhabdodon","genus","38753","Late Campanian","","83.5","70.6","9512","-2.634513","42.664555"
"297697","occ","17830","","28569","n. gen. Lurdusaurus n. sp. arenatus","species","64411","","Lurdusaurus arenatus","species","64411","Albian","","113","100.5","7886","9.333333","16.700001"
"297698","occ","13368","","28570","n. gen. Lesothosaurus n. sp. diagnosticus","species","57574","","Lesothosaurus diagnosticus","species","57574","Hettangian","Sinemurian","201.3","190.8","12660","27.250000","-29.850000"
"297798","occ","18229","IF","28606","n. gen. Wintonopus n. sp. latomorum","species","81251","","Wintonopus latomorum","species","81251","Early Cenomanian","","99.6","93.5","61634","142.806671","-23.076111"
"297799","occ","38319","I","28606","Amblydactylus cf. gethingi","species","84915","nomen dubium","Amblydactylus","genus","68216","Early Cenomanian","","99.6","93.5","76623","142.806671","-23.076111"
"297800","occ","18230","IF","28606","n. gen. Skartopus n. sp. australis","species","159284","subjective synonym of","Wintonopus latomorum","species","81251","Early Cenomanian","","99.6","93.5","61634","142.806671","-23.076111"
"297836","occ","13367","","28613","Lesothosaurus diagnosticus","species","57574","","Lesothosaurus diagnosticus","species","57574","Hettangian","Sinemurian","201.3","190.8","12660","27.750000","-31.291668"
"298935","occ","","","28406","Nodosauridae indet.","family","38817","","Nodosauridae","family","38817","Late Campanian","","83.5","70.6","7903","-2.634513","42.664555"
"299144","occ","","","28778","Bactrosaurus sp.","genus","38770","","Bactrosaurus","genus","38770","Middle Campanian","Late Campanian","83.5","70.6","7905","112.427498","43.831390"
