"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat"
"139260","occ","23238","","11604","Titanosaurus n. sp. colberti","species","64311","recombined as","Isisaurus colberti","species","64311","Maastrichtian","","72.1","66","4177","80.366669","21.183332"
"139306","occ","","","11923","n. gen. Amygdalodon n. sp. patagonicus","species","66447","","Amygdalodon patagonicus","species","66447","Pliensbachian","Early Toarcian","190.8","182","4208","-69.516670","-43.966667"
"139307","occ","34164","","11924","Camarasaurus grandis","species","67181","","Camarasaurus grandis","species","52961","Kimmeridgian","Tithonian","157.3","145","63746","-108.699989","39.068802"
"139308","occ","","","11925","Camarasaurus supremus","species","54168","","Camarasaurus supremus","species","54168","Kimmeridgian","","157.3","152.1","4209","-108.717499","39.111668"
"148500","occ","13664","","13105","n. gen. Sonorasaurus n. sp. thompsoni","species","68170","","Sonorasaurus thompsoni","species","68170","Late Albian","Early Cenomanian","105.3","93.5","14864","-110.418053","31.811390"
"149598","occ","","","13214","Diplodocus sp.","genus","38669","","Diplodocus","genus","38669","Kimmeridgian","Tithonian","157.3","145","4387","-106.389999","42.035831"
"149600","occ","","","13214","Morosaurus grandis","species","64505","recombined as","Camarasaurus grandis","species","52961","Kimmeridgian","Tithonian","157.3","145","52556","-106.389999","42.035831"
"149988","occ","19972","","13285","Efraasia minor","species","91403","","Efraasia minor","species","54997","Norian","","228","208.5","19481","8.978333","49.023609"
"150174","occ","26032","","13326","Massospondylus carinatus","species","56595","","Massospondylus carinatus","species","56595","Hettangian","Sinemurian","201.3","190.8","38488","28.623056","-28.509443"
"150175","occ","","","13326","Massospondylus sp.","genus","38642","","Massospondylus","genus","38642","Hettangian","Sinemurian","201.3","190.8","4425","28.623056","-28.509443"
"150238","occ","","IF","13331","Megaloolithus siruguei","species","67202","","Megaloolithus siruguei","species","67202","Early Maastrichtian","","70.6","66","36723","1.078398","42.113537"
"150239","occ","","","13332","Titanosauridae indet.","family","38680","","Titanosauridae","family","38680","Maastrichtian","","72.1","66","5968","6.300000","43.583332"
"150240","occ","15707","","13333","n. gen. Amargasaurus n. sp. cazaui","species","53962","","Amargasaurus cazaui","species","53962","Barremian","","129.4","125","5970","-70.194786","-39.481979"
"150311","occ","","","13341","Apatosaurus n. sp. laticollis","species","52974","subjective synonym of","Apatosaurus louisae","species","57752","Kimmeridgian","Tithonian","157.3","145","5981","-105.187332","39.653423"
"150350","occ","","","13352","Diplodocus carnegii","species","65917","","Diplodocus carnegii","species","65917","Kimmeridgian","Tithonian","157.3","145","1808","-105.916199","42.152302"
"150351","occ","28458","","13352","Apatosaurus excelsus","species","56547","recombined as","Brontosaurus excelsus","species","52982","Kimmeridgian","Tithonian","157.3","145","46207","-105.916199","42.152302"
"150354","occ","","","13352","Morosaurus sp.","genus","52968","subjective synonym of","Camarasaurus","genus","38697","Kimmeridgian","Tithonian","157.3","145","1808","-105.916199","42.152302"
"219923","occ","","F","22637","Megaloolithus patagonicus","species","81783","subjective synonym of","Megaloolithus jabalpurensis","species","81782","Early Campanian","Middle Campanian","83.5","70.6","24402","-68.516670","-37.883331"
"219971","occ","","","22648","Diplodocus longus","species","52920","","Diplodocus longus","species","52920","Kimmeridgian","Tithonian","157.3","145","13100","-106.048615","42.017776"
"219972","occ","12456","","22648","Morosaurus sp.","genus","52968","subjective synonym of","Camarasaurus","genus","38697","Kimmeridgian","Tithonian","157.3","145","13100","-106.048615","42.017776"
"219974","occ","12665","","22648","Apatosaurus excelsus","species","56547","recombined as","Brontosaurus excelsus","species","52982","Kimmeridgian","Tithonian","157.3","145","13281","-106.048615","42.017776"
"219978","occ","15652","","22650","Diplodocidae indet.","unranked clade","38664","","Diplodocidae","unranked clade","38664","Late Kimmeridgian","","155.7","150.8","15179","-108.120003","43.380001"
"219979","occ","31060","","22650","Apatosaurinae indet. informal","unranked clade","319101","","Apatosaurinae","unranked clade","66543","Late Kimmeridgian","","155.7","150.8","55026","-108.120003","43.380001"
"219980","occ","18816","","22650","Camarasaurus lentus","species","71837","","Camarasaurus lentus","species","63764","Late Kimmeridgian","","155.7","150.8","19566","-108.120003","43.380001"
"220038","occ","13231","","22665","Kotasaurus yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","Sinemurian","Pliensbachian","199.3","182.7","43786","79.845581","19.106924"
"220055","occ","","","22678","Diplodocus sp.","genus","38669","","Diplodocus","genus","38669","Late Kimmeridgian","Tithonian","155.7","145","5760","-108.199997","43.630001"
"220056","occ","29729","","22678","Camarasaurus sp.","genus","38697","","Camarasaurus","genus","38697","Late Kimmeridgian","Tithonian","155.7","145","5760","-108.199997","43.630001"
"220060","occ","","","22678","Barosaurus sp.","genus","38666","","Barosaurus","genus","38666","Late Kimmeridgian","Tithonian","155.7","145","5760","-108.199997","43.630001"
"220070","occ","37935","","22680","Plateosaurus trossingensis","species","64679","subjective synonym of","Plateosaurus longiceps","species","64684","Norian","","228","208.5","75731","8.016667","47.500000"
"220082","occ","","","22683","Plateosaurus n. sp. trossingensis","species","64679","subjective synonym of","Plateosaurus longiceps","species","64684","Norian","","228","208.5","26308","8.650000","48.066669"
"220163","occ","","","22711","Diplodocus sp.","genus","38669","","Diplodocus","genus","38669","Kimmeridgian","Tithonian","157.3","145","15179","-109.205833","40.423611"
"220201","occ","","","22717","Diplodocidae indet.","unranked clade","38664","","Diplodocidae","unranked clade","38664","Kimmeridgian","Tithonian","157.3","145","9727","-107.132790","35.197208"
"225582","occ","30574","","21852","Diplodocus longus","species","52920","","Diplodocus longus","species","52920","Early Tithonian","","150.8","145","14579","-109.300552","40.441387"
"225583","occ","","","21852","Apatosaurus sp.","genus","38665","","Apatosaurus","genus","38665","Early Tithonian","","150.8","145","15567","-109.300552","40.441387"
"225584","occ","13532","","21852","Camarasaurus lentus","species","71837","","Camarasaurus lentus","species","63764","Early Tithonian","","150.8","145","14579","-109.300552","40.441387"
"247238","occ","","","24178","n. gen. Sauroposeidon n. sp. proteles","species","66617","","Sauroposeidon proteles","species","66617","Aptian","Albian","125","100.5","6837","-96.099998","34.400002"
"256216","occ","","","24864","n. gen. Mamenchisaurus n. sp. constructus","species","56460","","Mamenchisaurus constructus","species","56460","Kimmeridgian","Tithonian","157.3","145","24276","104.516701","28.700001"
"256434","occ","","","24877","n. gen. Eoraptor n. sp. lunensis","species","57454","","Eoraptor lunensis","species","57454","Carnian","","237","228","6971","-68.904999","-31.101110"
"256680","occ","","","24905","Pelorosaurus n. sp. becklesii","species","67039","recombined as","Haestasaurus becklesii","species","67039","Late Berriasian","Valanginian","145","132.9","44406","0.600000","50.849998"
"259971","occ","","","25125","Yunnanosaurus sp.","genus","56630","","Yunnanosaurus","genus","56630","Hettangian","Sinemurian","201.3","190.8","7052","102.591942","24.671667"
"260015","occ","","","25132","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Berriasian","Late Valanginian","145","136.4","7056","7.935677","16.635183"
"260016","occ","","","25133","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Berriasian","Late Valanginian","145","136.4","7056","7.988729","16.813019"
"260023","occ","","","25137","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Berriasian","Late Albian","145","99.6","7056","9.566667","28.500000"
"260026","occ","","","25139","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Berriasian","Late Albian","145","99.6","7056","1.083333","27.033333"
"260030","occ","","","25142","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Berriasian","Late Albian","145","99.6","7056","0.416667","26.766666"
"260031","occ","","","25143","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Berriasian","Late Albian","145","99.6","7056","0.816667","26.766666"
"260590","occ","","","25192","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Albian","Early Cenomanian","112.03","93.5","7056","8.175278","28.150000"
"260592","occ","","","25193","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Berriasian","Late Valanginian","145","136.4","7056","8.011679","16.464561"
"260594","occ","","","25194","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Aptian","","125","113","7056","9.509186","16.632231"
"260597","occ","","","25196","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Albian","","113","100.5","7056","9.567594","16.641520"
"260602","occ","21964","","25200","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Albian","Early Cenomanian","112.03","93.5","7056","10.283333","32.950001"
"260605","occ","32306","","25201","Titanosauridae indet.","family","38680","","Titanosauridae","family","38680","Early Berriasian","Late Albian","145","99.6","59099","2.258956","16.512241"
"260607","occ","","","25202","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Berriasian","Late Valanginian","145","136.4","7056","8.050767","16.341337"
"260829","occ","","","25219","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Albian","Early Cenomanian","112.03","93.5","7056","5.852992","16.790960"
"260830","occ","","","25219","Aegyptosaurus baharijensis","species","66662","","Aegyptosaurus baharijensis","species","66662","Early Albian","Early Cenomanian","112.03","93.5","45866","5.852992","16.790960"
"260831","occ","","","25220","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Albian","Early Cenomanian","112.03","93.5","7056","5.583333","17.483332"
"260837","occ","28288","","25221","Rebbachisaurus n. sp. tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Late Albian","Early Cenomanian","105.3","93.5","7056","5.797784","17.708801"
"260838","occ","","","25221","Aegyptosaurus baharijensis","species","66662","","Aegyptosaurus baharijensis","species","66662","Late Albian","Early Cenomanian","105.3","93.5","7056","5.797784","17.708801"
"260840","occ","","","25222","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Berriasian","Early Cenomanian","145","93.5","7056","9.050000","28.533333"
"260843","occ","28295","","25223","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Berriasian","Late Valanginian","145","136.4","7056","6.932281","16.799726"
"260845","occ","","","25223","Aegyptosaurus baharijensis","species","66662","","Aegyptosaurus baharijensis","species","66662","Early Berriasian","Late Valanginian","145","136.4","7056","6.932281","16.799726"
"260888","occ","","","25225","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Berriasian","Early Cenomanian","145","93.5","7056","2.576439","27.291157"
"260898","occ","","","25226","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Berriasian","Late Barremian","145","125.45","7056","6.381111","19.317499"
"261810","occ","17808","","25298","n. gen. Agnosphitys n. sp. cromhallensis","species","53365","","Agnosphitys cromhallensis","species","53365","Rhaetian","","208.5","201.3","7095","-2.428333","51.623055"
"261854","occ","","","25307","n. gen. Saturnalia n. sp. tupiniquim","species","68124","","Saturnalia tupiniquim","species","68124","Carnian","Norian","237","208.5","7097","-53.750000","-29.666668"
"262167","occ","","","25325","Rebbachisaurus garasbae","species","65368","","Rebbachisaurus garasbae","species","65368","Early Cenomanian","","99.6","93.5","7098","-4.836939","30.505667"
"262349","occ","","","25356","Rebbachisaurus tamesnensis","species","63792","nomen dubium","Rebbachisauridae","unranked clade","57365","Early Barremian","Early Cenomanian","130","93.5","7056","7.465541","16.386097"
"276680","occ","","","26373","Titanosauridae indet.","family","38680","","Titanosauridae","family","38680","Maastrichtian","","72.1","66","7271","79.972282","23.168694"
"276699","occ","","","26375","Antarctosaurus n. sp. septentrionalis","species","57452","recombined as","Jainosaurus septentrionalis","species","57452","Maastrichtian","","72.1","66","7271","79.972282","23.168694"
"280927","occ","","","26795","Cetiosaurus n. sp. humerocristatus","species","67006","recombined as","Duriatitan humerocristatus","species","67006","Late Kimmeridgian","","155.7","150.8","7423","-2.465735","50.592449"
"280983","occ","","","26796","Ornithopsis hulkei","species","54173","","Ornithopsis hulkei","species","54173","Late Hauterivian","Early Aptian","136.4","122.46","7425","-1.423251","50.637585"
"283057","occ","13410","","26931","n. gen. Histriasaurus n. sp. boscarollii","species","68180","","Histriasaurus boscarollii","species","68180","Late Hauterivian","Early Barremian","136.4","125.45","14252","13.783611","45.040558"
"283735","occ","","","26931","Camarasauridae indet.","family","38696","","Camarasauridae","family","38696","Late Hauterivian","Early Barremian","136.4","125.45","7449","13.783611","45.040558"
"283828","occ","12362","","26998","Plateosaurus longiceps","species","64684","","Plateosaurus longiceps","species","64684","Alaunian","","215.56","212","12994","-23.513889","71.827499"
"283860","occ","12361","","26996","Plateosaurus longiceps","species","64684","","Plateosaurus longiceps","species","64684","Alaunian","","215.56","212","12994","-22.568611","71.383614"
"283952","occ","38800","IF","27008","Eosauropus sp.","genus","131584","","Eosauropus","genus","131584","Alaunian","","215.56","212","78090","-22.552778","71.414719"
"284027","occ","13156","","27012","Thecodontosaurus n. sp. caducus","species","57689","recombined as","Pantydraco caducus","species","57689","Rhaetian","","208.5","201.3","10661","-3.373889","51.459999"
"284615","occ","33294","","27025","n. gen. Moabosaurus n. sp. utahensis","species","351931","","Moabosaurus utahensis","species","351931","Valanginian","","139.8","132.9","62146","-109.691666","38.718056"
"284616","occ","33295","","27025","Moabosaurus utahensis","species","351931","","Moabosaurus utahensis","species","351931","Valanginian","","139.8","132.9","62146","-109.691666","38.718056"
"292785","occ","","","27876","Cetiosaurus oxoniensis","species","66688","","Cetiosaurus oxoniensis","species","66688","Late Bajocian","","171.6","167.7","7643","-0.666667","52.633331"
"292859","occ","31219","","27894","Nemegtosauridae indet.","family","56411","","Nemegtosauridae","family","56411","Late Maastrichtian","","70.6","66","55398","22.883333","45.566666"
"295292","occ","","","28231","Mamenchisaurus hochuanensis","species","56463","","Mamenchisaurus hochuanensis","species","56463","Kimmeridgian","Tithonian","157.3","145","17258","104.133301","28.833300"
"295296","occ","","","28234","Shunosaurus lii","species","56457","","Shunosaurus lii","species","56457","Oxfordian","","163.5","157.3","7755","104.852501","29.411388"
"296444","occ","","","28360","n. gen. Dystrophaeus n. sp. viaemalae","species","52875","","Dystrophaeus viaemalae","species","52875","Late Oxfordian","","161.2","155.7","7793","-109.319168","38.122501"
"296465","occ","","","28366","n. gen. Diplodocus n. sp. longus","species","52920","","Diplodocus longus","species","52920","Late Kimmeridgian","Early Tithonian","155.7","145","7803","-105.224701","38.539501"
"297286","occ","21721","","28454","Saltasauridae indet.","family","64335","","Saltasauridae","family","64335","Late Campanian","","83.5","70.6","29887","6.106141","43.606697"
"297556","occ","","","28534","Patagosaurus fariasi","species","66448","","Patagosaurus fariasi","species","66448","Middle Toarcian","","182","175.6","7879","-69.163521","-43.416218"
"297557","occ","","","28534","n. gen. Volkheimeria n. sp. chubutensis","species","66449","","Volkheimeria chubutensis","species","66449","Middle Toarcian","","182","175.6","7879","-69.163521","-43.416218"
"297562","occ","","","28536","n. gen. Patagosaurus n. sp. fariasi","species","66448","","Patagosaurus fariasi","species","66448","Middle Toarcian","","182","175.6","7879","-69.187279","-43.358639"
"298934","occ","21965","","28406","n. gen. Lirainosaurus n. sp. astibiae","species","65827","","Lirainosaurus astibiae","species","65827","Late Campanian","","83.5","70.6","9559","-2.634513","42.664555"
"303971","occ","","","31054","Cetiosaurus sp.","genus","38657","","Cetiosaurus","genus","38657","Early Bathonian","","167.7","164.7","27913","-1.800000","51.985001"
"343721","occ","","","32323","Titanosauridae indet.","family","38680","","Titanosauridae","family","38680","Maastrichtian","","72.1","66","27965","-48.522385","-21.255863"
"343813","occ","","","32335","Titanosauridae indet.","family","38680","","Titanosauridae","family","38680","Late Cretaceous","","100.5","66","8719","-54.584496","-15.465495"
"343959","occ","23701","","32368","n. gen. Traukutitan n. sp. eocaudata","species","174550","","Traukutitan eocaudata","species","174550","Santonian","","86.3","83.6","34687","-68.709045","-38.497620"
"343961","occ","","","32370","Aeolosaurus sp.","genus","53964","","Aeolosaurus","genus","53964","Late Campanian","Early Maastrichtian","83.5","66","8736","-67.491791","-39.290970"
"363198","occ","18338","","34410","Titanosauridae indet.","family","38680","","Titanosauridae","family","38680","Senonian","","89.3","66","13838","-48.866699","-18.866699"
"367430","occ","28810","","34727","Cetiosauridae ? indet.","family","38654","","Cetiosauridae","family","38654","Jurassic","Aptian","201.3","113","23520","-73.033302","10.466700"
"367589","occ","17832","","34768","n. gen. Vulcanodon n. sp. karibaensis","species","54979","","Vulcanodon karibaensis","species","54979","Sinemurian","Pliensbachian","199.3","182.7","9275","28.275000","-16.808332"
"367656","occ","10645","","34777","Massospondylus carinatus","species","56595","","Massospondylus carinatus","species","56595","Early Jurassic","","201.3","174.1","10538","30.100000","-16.233334"
"372542","occ","","","35268","n. gen. Barapasaurus n. sp. tagorei","species","55547","","Barapasaurus tagorei","species","55547","Sinemurian","Pliensbachian","199.3","182.7","9479","79.966667","18.850000"
"372644","occ","","","35273","n. gen. Austrosaurus n. sp. mckillopi","species","55571","","Austrosaurus mckillopi","species","55571","Late Albian","","105.3","99.6","9481","142.230499","-20.369400"
"372795","occ","","","35282","Titanosauridae indet.","family","38680","","Titanosauridae","family","38680","Campanian","Maastrichtian","83.6","66","9498","-70.261108","-27.987499"
"372803","occ","38258","","35285","n. gen. Mendozasaurus n. sp. neguyelap","species","55584","","Mendozasaurus neguyelap","species","55584","Middle Coniacian","Late Coniacian","89.3","85.8","9503","-69.375999","-37.061214"
"372881","occ","21983","","35293","n. gen. Cathetosaurus n. sp. lewisi","species","55640","recombined as","Camarasaurus lewisi","species","55640","Kimmeridgian","","157.3","152.1","9518","-108.388000","38.806000"
"372891","occ","20922","","35295","n. gen. Blikanasaurus n. sp. cromptoni","species","55644","","Blikanasaurus cromptoni","species","55644","Norian","Rhaetian","228","201.3","9521","27.616667","-30.566668"
"372892","occ","20555","","35296","Massospondylus sp.","genus","38642","","Massospondylus","genus","38642","Hettangian","Sinemurian","201.3","190.8","15499","28.917299","-19.893900"
"372893","occ","20554","","35297","Thecodontosaurus ? sp.","genus","53022","","Thecodontosaurus","genus","53022","Hettangian","Sinemurian","201.3","190.8","26977","28.917299","-19.893801"
"378114","occ","","","35707","Titanosauridae indet.","family","38680","","Titanosauridae","family","38680","Late Campanian","","83.5","70.6","9627","-103.374168","28.940832"
"379691","occ","26090","","35911","Camarasauridae indet.","family","38696","","Camarasauridae","family","38696","Early Tithonian","","150.8","145","38534","4.966700","48.433300"
"379924","occ","18470","F","35931","Megaloolithus aureliensis","species","67203","","Megaloolithus aureliensis","species","67203","Early Maastrichtian","","70.6","66","14215","5.533333","43.500000"
"379958","occ","18132","IF","35933","Megaloolithus siruguei","species","67202","","Megaloolithus siruguei","species","67202","Late Maastrichtian","","70.6","66","17740","5.669444","43.519444"
"380063","occ","10439","","35973","n. gen. Phuwiangosaurus n. sp. sirindhornae","species","56410","","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9667","102.250000","16.700001"
"380646","occ","22367","","36080","Phuwiangosaurus sirindhornae","species","56410","","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665","102.250000","16.716667"
"380647","occ","22368","","36081","Phuwiangosaurus sirindhornae","species","56410","","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665","102.250000","16.683332"
"380649","occ","","","36082","Phuwiangosaurus sirindhornae","species","56410","","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665","102.250000","16.683332"
"380655","occ","","","36083","Phuwiangosaurus sirindhornae","species","56410","","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665","102.250000","16.683332"
"380882","occ","","","36144","Phuwiangosaurus sirindhornae","species","56410","","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9696","103.574928","16.679863"
"380887","occ","","","36146","Phuwiangosaurus sirindhornae","species","56410","","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665","102.250000","16.700001"
"380889","occ","","","36147","Phuwiangosaurus sirindhornae","species","56410","","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665","102.250000","16.700001"
"380894","occ","22375","","36149","Phuwiangosaurus sirindhornae","species","56410","","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665","104.138924","16.541212"
"380898","occ","22371","","36150","Phuwiangosaurus sirindhornae","species","56410","","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665","104.090866","16.433556"
"381744","occ","","","36232","Titanosauridae indet.","family","38680","","Titanosauridae","family","38680","Campanian","","83.6","72.1","9715","-65.466667","-19.078056"
"381747","occ","38214","IF","36234","n. gen. Calorckosauripus n. sp. lazari","species","435590","","Calorckosauripus lazari","species","435590","Maastrichtian","","72.1","66","76343","-65.233612","-19.007778"
"381762","occ","18646","","36238","Titanosauridae indet.","family","38680","","Titanosauridae","family","38680","Maastrichtian","","72.1","66","9715","-65.750000","-18.116667"
"382508","occ","18089","","36366","n. gen. Aragosaurus n. sp. ischiaticus","species","70637","","Aragosaurus ischiaticus","species","70637","Late Tithonian","Early Berriasian","150.8","140.2","7241","-0.879340","40.661667"
"382514","occ","","","36367","Camarasauridae indet. A informal","family","38696","obsolete variant of","Camarasauridae","family","38696","Late Hauterivian","","136.4","130","7241","-0.868747","40.664173"
"382588","occ","31735","","36381","cf. Hypselosaurus sp.","genus","38689","nomen dubium","Titanosauridae","family","38680","Early Maastrichtian","","70.6","66","56237","0.900000","42.166668"
"384334","occ","18880","","36569","Mamenchisaurus n. sp. sinocanadorum","species","56541","","Mamenchisaurus sinocanadorum","species","56541","Oxfordian","","163.5","157.3","9781","90.000000","44.500000"
"384369","occ","","","36576","Brontosaurus excelsus","species","52982","","Brontosaurus excelsus","species","52982","Kimmeridgian","Tithonian","157.3","145","35184","-108.728699","39.128502"
"384371","occ","","","36578","Ornithopsis n. sp. leedsii","species","56552","","Ornithopsis leedsii","species","56552","Early Callovian","","164.7","161.2","25692","-0.250000","52.583302"
"384372","occ","","","36580","Ornithopsis sp.","genus","52990","","Ornithopsis","genus","52990","Late Hauterivian","Early Aptian","136.4","122.46","9795","-1.459825","50.651756"
"384555","occ","19672","","36609","Melanorosaurus readi","species","54980","","Melanorosaurus readi","species","54980","Norian","Rhaetian","228","201.3","9815","27.000000","-31.233334"
"385293","occ","10648","","36702","Massospondylus carinatus","species","56595","","Massospondylus carinatus","species","56595","Sinemurian","","199.3","190.8","10538","27.450001","-29.200001"
"385301","occ","","","36704","n. gen. Melanorosaurus n. sp. readi","species","54980","","Melanorosaurus readi","species","54980","Norian","","228","208.5","9818","27.383329","-30.600000"
"385302","occ","","","36705","Melanorosaurus readi","species","54980","","Melanorosaurus readi","species","54980","Norian","Rhaetian","228","201.3","9818","27.433332","-30.549999"
"385604","occ","","","36733","n. gen. Eucnemesaurus n. sp. fortis","species","56614","","Eucnemesaurus fortis","species","56614","Norian","Rhaetian","228","201.3","14536","28.233334","-28.500000"
"385607","occ","","","36735","Plateosaurus n. sp. cullingworthi","species","56591","recombined as","Plateosauravus cullingworthi","species","56591","Norian","","228","208.5","9818","27.416700","-30.533300"
"385610","occ","","","36738","Plateosaurus cullingworthi","species","56591","recombined as","Plateosauravus cullingworthi","species","56591","Norian","Rhaetian","228","201.3","9818","27.233299","-30.700001"
"385657","occ","","","36741","n. gen. Massospondylus n. sp. carinatus","species","56595","","Massospondylus carinatus","species","56595","Hettangian","Sinemurian","201.3","190.8","9842","29.166668","-28.516666"
"386280","occ","10649","","36850","Massospondylus carinatus","species","56595","","Massospondylus carinatus","species","56595","Sinemurian","","199.3","190.8","10538","27.933300","-28.516701"
"387068","occ","23299","","36971","cf. Euhelopus sp.","genus","38701","","Euhelopus","genus","38701","Aptian","Albian","125","100.5","33215","121.989998","41.813610"
"387341","occ","10492","","37005","n. gen. Opisthocoelicaudia n. sp. skarzynskii","species","57335","","Opisthocoelicaudia skarzynskii","species","57335","Maastrichtian","","72.1","66","9904","100.455276","43.602501"
"388971","occ","","","37199","Lirainosaurus astibiae","species","65827","","Lirainosaurus astibiae","species","65827","Late Campanian","","83.5","70.6","9559","-2.634513","42.664555"
"388982","occ","","","28765","Lirainosaurus astibiae","species","65827","","Lirainosaurus astibiae","species","65827","Late Campanian","","83.5","70.6","9559","-2.634513","42.664555"
"391677","occ","15694","","37596","cf. Camarasauridae indet.","family","38696","","Camarasauridae","family","38696","Callovian","","166.1","163.5","16510","72.245834","41.334442"
"395216","occ","","","38020","Brachiosauridae indet.","family","38673","","Brachiosauridae","family","38673","Late Barremian","Aptian","130","113","10133","136.544724","36.121387"
"396090","occ","","F","38074","cf. Sphaerovum erbeni","species","56970","nomen dubium","Faveoloolithidae","family","56971","Cretaceous","","145","66","10218","-58.483299","-32.049999"
"397189","occ","","","38158","Titanosaurinae indet.","subfamily","53965","","Titanosaurinae","subfamily","53965","Early Santonian","","85.8","83.5","10250","32.416698","-28.383301"
"401692","occ","","","38533","n. gen. Chubutisaurus n. sp. insignis","species","53963","","Chubutisaurus insignis","species","53963","Late Albian","","105.3","99.6","10338","-68.291664","-43.403889"
"402864","occ","","","24883","n. gen. Shunosaurus n. sp. lii","species","56457","","Shunosaurus lii","species","56457","Oxfordian","","163.5","157.3","17258","104.852501","29.411388"
"402868","occ","","","24883","n. gen. Datousaurus n. sp. bashanensis","species","52771","","Datousaurus bashanensis","species","52771","Oxfordian","","163.5","157.3","7755","104.852501","29.411388"
"403034","occ","18823","","38682","Titanosauridae indet.","family","38680","","Titanosauridae","family","38680","Campanian","Maastrichtian","83.6","66","39507","31.145000","16.695000"
"405116","occ","19032","","38866","n. gen. Suuwassea n. sp. emilieae","species","57364","recombined as","Amphicoelias emilieae","species","57364","Late Kimmeridgian","","155.7","150.8","10483","-108.750000","45.250000"
"405117","occ","","","38867","Apatosaurus sp.","genus","38665","","Apatosaurus","genus","38665","Kimmeridgian","Tithonian","157.3","145","10492","-103.634003","36.214001"
"405147","occ","","","38872","Diplodocus carnegii","species","65917","","Diplodocus carnegii","species","65917","Kimmeridgian","Tithonian","157.3","145","13903","-106.769997","35.563332"
"405199","occ","34584","","38883","Apatosaurus sp.","genus","38665","","Apatosaurus","genus","38665","Kimmeridgian","","157.3","152.1","50456","-107.400002","38.450001"
"405433","occ","","","38912","""Gigantosaurus"" dixeyi","species","57457","recombined as","Malawisaurus dixeyi","species","57457","Aptian","","125","113","5789","34.025002","-10.283333"
"405440","occ","","","38916","""Gigantosaurus"" dixeyi","species","57457","recombined as","Malawisaurus dixeyi","species","57457","Aptian","","125","113","5789","34.025002","-10.283333"
"405442","occ","13121","","38916","Titanosauridae indet.","family","38680","","Titanosauridae","family","38680","Aptian","","125","113","13589","34.025002","-10.283333"
"405527","occ","21972","","38952","n. gen. Epachthosaurus n. sp. sciuttoi","species","57467","","Epachthosaurus sciuttoi","species","57467","Late Cenomanian","Early Turonian","99.6","89.3","24617","-69.616669","-45.316669"
"405967","occ","","","39074","n. gen. Rapetosaurus n. sp. krausei","species","57533","","Rapetosaurus krausei","species","57533","Maastrichtian","","72.1","66","24618","46.583328","-15.900000"
"405968","occ","","","25074","Rapetosaurus krausei","species","57533","","Rapetosaurus krausei","species","57533","Maastrichtian","","72.1","66","10556","46.583332","-15.900000"
