"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat"
"130294","occ","","","10764","n. gen. Protarchaeopteryx n. sp. robusta","species","66068","","Protarchaeopteryx robusta","species","66068","Late Barremian","Early Aptian","130","122.46","4006","120.733330","41.799999"
"130295","occ","","","10764","n. gen. Caudipteryx n. sp. zoui","species","66066","","Caudipteryx zoui","species","66066","Late Barremian","Early Aptian","130","122.46","19421","120.733330","41.799999"
"139242","occ","24752","","11890","Gorgosaurus n. sp. sternbergi","species","63900","subjective synonym of","Gorgosaurus libratus","species","53194","Late Campanian","","83.5","70.6","13165","-111.528732","50.740726"
"139250","occ","23301","","11893","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","Late Campanian","","83.5","70.6","4205","-111.549347","50.737015"
"139252","occ","23302","","11895","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","Late Campanian","","83.5","70.6","4205","-111.564636","50.723866"
"139253","occ","18699","","11896","Gorgosaurus libratus","species","53194","","Gorgosaurus libratus","species","53194","Late Campanian","","83.5","70.6","4205","-111.525337","50.740471"
"139254","occ","13634","","11897","n. gen. Gorgosaurus n. sp. libratus","species","53194","","Gorgosaurus libratus","species","53194","Late Campanian","","83.5","70.6","17547","-111.601021","50.786999"
"139255","occ","18015","","11898","Albertosaurus sarcophagus","species","56319","","Albertosaurus sarcophagus","species","56319","Late Maastrichtian","","70.6","66","9259","-112.981903","51.804600"
"139256","occ","30781","","11899","Albertosaurus sarcophagus","species","56319","","Albertosaurus sarcophagus","species","56319","Early Maastrichtian","","70.6","66","4205","-112.981903","51.819099"
"139257","occ","","","11900","Albertosaurus n. sp. arctunguis","species","63710","subjective synonym of","Albertosaurus sarcophagus","species","56319","Early Maastrichtian","","70.6","66","12347","-112.818901","51.542702"
"139258","occ","18014","","11901","n. gen. Albertosaurus n. sp. sarcophagus","species","56319","","Albertosaurus sarcophagus","species","56319","Early Maastrichtian","","70.6","66","9259","-112.842300","51.469898"
"139259","occ","","","11902","Albertosaurus sarcophagus","species","56319","","Albertosaurus sarcophagus","species","56319","Early Maastrichtian","","70.6","66","4205","-112.702202","51.440800"
"139261","occ","","","11903","Daspletosaurus torosus","species","57258","","Daspletosaurus torosus","species","57258","Late Campanian","","83.5","70.6","4205","-110.681999","49.083698"
"139290","occ","23303","","11915","n. gen. Daspletosaurus n. sp. torosus","species","57258","","Daspletosaurus torosus","species","57258","Middle Campanian","","83.5","70.6","4205","-111.485008","50.751526"
"139291","occ","38040","","11916","Albertosaurus sarcophagus","species","56319","","Albertosaurus sarcophagus","species","56319","Early Maastrichtian","","70.6","66","76179","-112.934799","51.928299"
"139292","occ","22878","","11917","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","4218","-113.028900","51.906399"
"139293","occ","","","11918","cf. Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","Late Maastrichtian","","70.6","66","4205","-113.233330","51.933334"
"144305","occ","38682","","10760","cf. Saurornitholestes sp.","genus","38567","","Saurornitholestes","genus","38567","Early Maastrichtian","","70.6","66","77788","22.915800","45.547501"
"144307","occ","22890","","12584","Bistahieversor sealeyi","species","163808","","Bistahieversor sealeyi","species","163808","Late Campanian","","83.5","70.6","32137","-107.966393","36.060280"
"146081","occ","38238","","12855","Abelisauridae indet.","family","53942","","Abelisauridae","family","53942","Maastrichtian","","72.1","66","76372","-65.940002","-17.687000"
"148510","occ","34088","","13106","Vegaviidae indet.","unranked clade","361851","","Vegaviidae","unranked clade","361851","Late Maastrichtian","","70.6","66","63548","-56.750000","-64.283333"
"148628","occ","","","13108","Mononykus olecranus","species","67288","","Mononykus olecranus","species","67287","Maastrichtian","","72.1","66","4373","99.599998","43.540001"
"148629","occ","","","13108","Tarbosaurus bataar","species","57254","","Tarbosaurus bataar","species","63705","Maastrichtian","","72.1","66","4373","99.599998","43.540001"
"149328","occ","","","13142","Coeluridae ? indet.","family","53001","","Coeluridae","family","53001","Maastrichtian","","72.1","66","4381","-106.099998","47.799999"
"149592","occ","","","13212","n. gen. Creosaurus n. sp. atrox","species","52970","subjective synonym of","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","7813","-106.041000","41.893101"
"149596","occ","","","13214","Creosaurus atrox","species","52970","subjective synonym of","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","4387","-106.389999","42.035831"
"149597","occ","","","13214","Allosaurus fragilis","species","52962","","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","4387","-106.389999","42.035831"
"149601","occ","","","13214","Antrodemus valens","species","64031","subjective synonym of","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","4387","-106.389999","42.035831"
"149835","occ","","","13264","Ornimegalonyx oteroi","species","290147","","Ornimegalonyx oteroi","species","290147","Pleistocene","","2.588","0.0117","4396","-83.666664","22.583332"
"150093","occ","","","18597","Phalacrocorax n. sp. subvolans","species","53350","recombined as","Anhinga subvolans","species","53350","Hemingfordian","","20.43","15.97","4414","-82.599998","29.700001"
"150094","occ","","","18597","Proictinia n. sp. floridana","species","53301","recombined as","Promilio floridanus","species","53301","Hemingfordian","","20.43","15.97","4414","-82.599998","29.700001"
"150133","occ","","","13296","Buteo n. sp. fluviaticus","species","100015","","Buteo fluviaticus","species","100015","Orellan","","33.9","33.3","4415","-104.866669","40.900002"
"150134","occ","","","13297","n. gen. Hadrogyps n. sp. aigialeus","species","53351","","Hadrogyps aigialeus","species","53351","Langhian","","15.97","13.82","4416","-118.500000","35.299999"
"150135","occ","","","13298","n. gen. Primapus n. sp. lacki","species","53337","","Primapus lacki","species","53337","Ypresian","","56","47.8","4417","-0.683333","50.783333"
"150136","occ","","","13299","Primapus lacki","species","53337","","Primapus lacki","species","53337","Ypresian","","56","47.8","4417","0.833333","51.400002"
"150137","occ","","","13300","Praemancalla n. sp. wetmorei","species","145757","recombined as","Miomancalla wetmorei","species","145757","Tortonian","Messinian","11.62","5.333","4418","-117.712219","33.561943"
"150138","occ","","","13301","Ichthyornis cf. dispar","species","54877","","Ichthyornis dispar","species","54877","Early Coniacian","Early Campanian","89.3","70.6","4419","-101.000000","39.000000"
"150139","occ","","","13301","Hesperornis sp.","genus","36620","","Hesperornis","genus","36620","Early Coniacian","Early Campanian","89.3","70.6","4419","-101.000000","39.000000"
"150155","occ","","","13309","n. gen. Neogaeornis n. sp. wetzeli","species","53321","","Neogaeornis wetzeli","species","53321","Late Maastrichtian","","70.6","66","6052","-73.116669","-36.716667"
"150156","occ","","","13312","n. gen. Alexornis n. sp. antecedens","species","53319","","Alexornis antecedens","species","53319","Santonian","","86.3","83.6","4423","-115.733330","30.049999"
"150157","occ","","","13306","n. gen. Yacoraitichnus n. sp. avis","species","58867","","Yacoraitichnus avis","species","58867","Late Maastrichtian","","70.6","66","6049","-66.000000","-25.500000"
"150158","occ","","IF","13308","n. gen. Patagonichnornis n. sp. venetiorum","species","53322","","Patagonichnornis venetiorum","species","53322","Late Campanian","Early Maastrichtian","83.5","66","6051","-69.466667","-41.349998"
"150159","occ","","","13313","Dromaius n. sp. gidju","species","53358","recombined as","Emuarius gidju","species","53358","Late Oligocene","Early Miocene","28.4","15.97","4424","140.733337","-27.750000"
"150160","occ","","","13314","Dromaius sp.","genus","173845","","Dromaius","genus","173845","Middle Miocene","","15.97","11.608","4424","131.522217","-17.116667"
"150161","occ","","","13315","Dromaius sp.","genus","173845","","Dromaius","genus","173845","Late Miocene","","11.608","5.333","4424","133.883331","-23.700001"
"150162","occ","","","13316","Dromaius ocypus","species","53357","","Dromaius ocypus","species","53357","Pliocene","","5.333","2.588","4424","140.733337","-27.750000"
"150163","occ","","","13317","Dromaius novaehollandiae","species","53353","","Dromaius novaehollandiae","species","164088","Late Pliocene","","3.6","2.588","4424","138.416672","-28.766666"
"150164","occ","","","13317","Dromaius sp.","genus","173845","","Dromaius","genus","173845","Late Pliocene","","3.6","2.588","4424","138.416672","-28.766666"
"150165","occ","","","13316","Dromaius cf. ocypus","species","53357","","Dromaius ocypus","species","53357","Pliocene","","5.333","2.588","4424","140.733337","-27.750000"
"150166","occ","","","13318","Dromaius novaehollandiae","species","53353","","Dromaius novaehollandiae","species","164088","Pliocene","","5.333","2.588","4424","150.633331","-26.750000"
"150167","occ","","","13319","Dromaius sp.","genus","173845","","Dromaius","genus","173845","Pliocene","Quaternary","5.333","0","4424","140.733337","-27.750000"
"150168","occ","","","13320","Lithornis vulturinus","species","246687","","Lithornis vulturinus","species","246687","Early Eocene","","55.8","48.6","4416","0.750000","51.250000"
"150169","occ","","","13321","Paracathartes howardae","species","246699","","Paracathartes howardae","species","246699","Early Eocene","","55.8","48.6","4416","-108.379440","43.025002"
"150170","occ","","","13322","Eocathartes robustus","species","53325","","Eocathartes robustus","species","53325","Lutetian","","47.8","41.3","4416","11.953611","51.321945"
"150171","occ","","","13323","Neocathartes grallator","species","349768","","Neocathartes grallator","species","349768","Late Eocene","","37.2","33.9","4416","-108.379440","43.025002"
"150172","occ","","","13324","Diatropornis ellioti","species","53328","species not entered","Diatropornis","genus","53328","Late Eocene","Early Oligocene","37.2","28.4","4416","1.433333","44.383331"
"150173","occ","","","13325","n. gen. Plesiocathartes n. sp. europaeus","species","370282","","Plesiocathartes europaeus","species","370282","Late Eocene","Early Oligocene","37.2","28.4","4416","1.433333","44.383331"
"150313","occ","","I","13343","n. gen. Hispanosauropus n. sp. hauboldi","species","68178","","Hispanosauropus hauboldi","species","68178","Kimmeridgian","","157.3","152.1","5982","-5.076468","43.468056"
"150314","occ","","I","13342","Hispanosauropus hauboldi","species","68178","","Hispanosauropus hauboldi","species","68178","Kimmeridgian","","157.3","152.1","5982","-5.249015","43.498878"
"150324","occ","35786","F","13347","Macroolithus rugustus","species","67192","","Macroolithus rugustus","species","67191","Maastrichtian","","72.1","66","18353","99.926941","43.720554"
"150326","occ","17810","F","13349","Macroolithus rugustus","species","67192","","Macroolithus rugustus","species","67191","Maastrichtian","","72.1","66","17027","84.004700","47.591900"
"150847","occ","","","13305","n. gen. Patagopteryx n. sp. deferrariisi","species","68529","","Patagopteryx deferrariisi","species","68529","Santonian","","86.3","83.6","6047","-68.234169","-38.953888"
"150848","occ","30121","","13305","n. gen. Neuquenornis n. sp. volans","species","100989","","Neuquenornis volans","species","100989","Santonian","","86.3","83.6","6046","-68.234169","-38.953888"
"150849","occ","","","13409","Megalosaurus n. sp. wetherilli","species","55479","recombined as","Dilophosaurus wetherilli","species","55479","Sinemurian","Pliensbachian","199.3","182.7","13844","-110.320000","36.145279"
"150850","occ","","","13410","Megalosaurus wetherilli","species","55479","recombined as","Dilophosaurus wetherilli","species","55479","Sinemurian","Pliensbachian","199.3","182.7","13844","-110.300003","36.099998"
"150853","occ","","","13411","Ornithomimidae indet.","family","38539","","Ornithomimidae","family","38539","Cenomanian","Santonian","100.5","83.6","6048","101.331947","43.938889"
"154986","occ","","","13776","n. gen. Gobipteryx n. sp. minuta","species","57334","","Gobipteryx minuta","species","57334","Middle Campanian","Late Campanian","83.5","70.6","9759","101.125000","43.487499"
"204176","occ","","","22778","Prunella vulgaris","species","368981","species not entered","Prunella","genus","368981","Piacenzian","","3.6","2.588","6556","11.300000","51.466667"
"204344","occ","","","22779","Prunella vulgaris","species","368981","species not entered","Prunella","genus","368981","Piacenzian","","3.6","2.588","6556","10.166667","50.616669"
"213455","occ","","","21802","Numida sp.","genus","99148","","Numida","genus","99148","Piacenzian","","3.6","2.588","4451","35.216702","-3.201400"
"213503","occ","","","21824","Phasianidae indet.","family","39340","","Phasianidae","family","39340","Early Pleistocene","","2.588","0.781","4896","27.720800","-26.016701"
"213553","occ","","","21855","Accipitridae indet.","family","39323","","Accipitridae","family","39323","Early Miocene","Middle Miocene","23.03","11.608","4922","16.500000","-28.250000"
"213563","occ","","","21855","Struthionidae indet.","family","39276","","Struthionidae","family","39276","Early Miocene","Middle Miocene","23.03","11.608","4922","16.500000","-28.250000"
"213564","occ","","","21855","Phasianidae indet.","family","39340","","Phasianidae","family","39340","Early Miocene","Middle Miocene","23.03","11.608","4922","16.500000","-28.250000"
"213652","occ","","","21858","Struthio camelus","species","223891","","Struthio camelus","species","223891","Holocene","","0.0117","0","5213","24.633301","-27.616699"
"213681","occ","","","21861","Struthio camelus","species","223891","","Struthio camelus","species","223891","Holocene","","0.0117","0","5214","25.549999","-28.666700"
"213690","occ","","","21862","Columbidae indet.","family","39353","","Columbidae","family","39353","Holocene","","0.0117","0","5216","18.866699","-34.150002"
"213724","occ","","","21878","Struthio camelus","species","223891","","Struthio camelus","species","223891","Holocene","","0.0117","0","5222","29.083300","25.799999"
"213748","occ","","","21886","Platalea leucorodia","species","368589","","Platalea leucorodia","species","368589","Pleistocene","","2.588","0.0117","5209","32.950001","24.766701"
"213749","occ","","","21886","Anas acuta","species","83435","","Anas acuta","species","83435","Pleistocene","","2.588","0.0117","5209","32.950001","24.766701"
"213750","occ","","","21886","Ardea cinerea","species","83488","","Ardea cinerea","species","83488","Pleistocene","","2.588","0.0117","5209","32.950001","24.766701"
"213751","occ","","","21886","Anas crecca","species","133772","","Anas crecca","species","133772","Pleistocene","","2.588","0.0117","5209","32.950001","24.766701"
"213765","occ","","","21888","Platalea leucorodia","species","368589","","Platalea leucorodia","species","368589","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213766","occ","","","21888","Anas acuta","species","83435","","Anas acuta","species","83435","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213769","occ","","","21888","Phalacrocorax carbo","species","336370","","Phalacrocorax carbo","species","336369","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213770","occ","","","21888","Ardea cinerea","species","83488","","Ardea cinerea","species","83488","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213771","occ","","","21888","Phoenicopterus antiquorum","species","368607","subjective synonym of","Phoenicopterus roseus","species","368608","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213772","occ","","","21888","Plectropterus gambensis","species","368602","","Plectropterus gambensis","species","368601","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213773","occ","","","21888","Anser albifrons","species","335665","","Anser albifrons","species","335665","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213774","occ","","","21888","Anser fabalis","species","368593","","Anser fabalis","species","368592","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213775","occ","","","21888","Branta bernicla","species","83428","","Branta bernicla","species","83427","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213776","occ","","","21888","Tadorna ferruginea","species","368595","","Tadorna ferruginea","species","368594","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213777","occ","","","21888","Anas platyrhynchos","species","83434","","Anas platyrhynchos","species","83434","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213778","occ","","","21888","Anas penelope","species","368603","recombined as","Mareca penelope","species","368603","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213779","occ","","","21888","Aythya ferina","species","368600","","Aythya ferina","species","368599","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213780","occ","","","21888","Mergus merganser","species","336064","","Mergus merganser","species","336064","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213781","occ","","","21888","Mergus serrator","species","83462","","Mergus serrator","species","83462","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213782","occ","","","21888","Mergus albellus","species","368596","recombined as","Mergellus albellus","species","368596","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213783","occ","","","21888","Milvus migrans","species","368606","","Milvus migrans","species","368605","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213784","occ","","","21888","Pandion haliaetus","species","368439","","Pandion haliaetus","species","368438","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213786","occ","","","21888","Numenius arquata","species","368591","","Numenius arquata","species","368590","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213787","occ","","","21888","Anas crecca","species","133772","","Anas crecca","species","133772","Pleistocene","","2.588","0.0117","5224","32.950001","24.433300"
"213795","occ","","","21890","Aquila chrysaetos","species","368058","","Aquila chrysaetos","species","94489","Pleistocene","","2.588","0.0117","5209","32.950001","24.766701"
"213815","occ","","","21892","Platalea leucorodia","species","368589","","Platalea leucorodia","species","368589","Pleistocene","","2.588","0.0117","5224","32.950001","24.766701"
"213817","occ","","","21892","Anas platyrhynchos","species","83434","","Anas platyrhynchos","species","83434","Pleistocene","","2.588","0.0117","5224","32.950001","24.766701"
"213818","occ","","","21892","Grus grus","species","105610","","Grus grus","species","105609","Pleistocene","","2.588","0.0117","5224","32.950001","24.766701"
"213870","occ","","","21896","Struthio camelus","species","223891","","Struthio camelus","species","223891","Holocene","","0.0117","0","5227","23.033300","-28.205601"
"213918","occ","","","21903","Streptopelia sp.","genus","158293","","Streptopelia","genus","158293","Holocene","","0.0117","0","5230","33.750000","16.250000"
"213952","occ","","","21907","Struthio camelus","species","223891","","Struthio camelus","species","223891","Holocene","","0.0117","0","5221","25.500000","23.000000"
"213992","occ","","","21914","Struthio camelus","species","223891","","Struthio camelus","species","223891","Holocene","","0.0117","0","5213","24.633301","-27.616699"
"214038","occ","","","21920","Struthio camelus","species","223891","","Struthio camelus","species","223891","Pleistocene","","2.588","0.0117","5213","24.633301","-27.616699"
"214199","occ","","","21953","Struthio camelus","species","223891","","Struthio camelus","species","223891","Pleistocene","","2.588","0.0117","5252","18.000000","-33.000000"
"214202","occ","","","21953","Francolinus sp.","genus","173506","","Francolinus","genus","173506","Pleistocene","","2.588","0.0117","5252","18.000000","-33.000000"
"214317","occ","","","21973","cf. Struthio sp.","genus","39278","","Struthio","genus","39278","Gelasian","Calabrian","2.588","0.781","4954","35.345798","-2.987500"
"216772","occ","","","22041","Struthio sp.","genus","39278","","Struthio","genus","39278","Calabrian","","1.806","0.781","4478","34.316700","-2.979000"
"216823","occ","","","22064","Struthio sp.","genus","39278","","Struthio","genus","39278","Calabrian","","1.806","0.781","4478","34.316700","-2.979000"
"216842","occ","","","22066","Struthio camelus","species","223891","","Struthio camelus","species","223891","Late Pleistocene","","0.126","0.0117","5318","29.600000","-0.135000"
"216845","occ","","","22068","Struthio camelus","species","223891","","Struthio camelus","species","223891","Holocene","","0.0117","0","5318","29.600000","-0.135000"
"216894","occ","","","22073","Francolinus lathami","species","372655","recombined as","Peliperdix lathami","species","372655","Holocene","","0.0117","0","5324","29.823099","1.231400"
"216898","occ","","","22074","Struthio camelus","species","223891","","Struthio camelus","species","223891","Pleistocene","Holocene","2.588","0","5325","29.823000","1.374000"
"216899","occ","","","22074","Francolinus sp.","genus","173506","","Francolinus","genus","173506","Pleistocene","Holocene","2.588","0","5325","29.823000","1.374000"
"216903","occ","","","22074","Caprimulgus sp.","genus","124206","","Caprimulgus","genus","124206","Pleistocene","Holocene","2.588","0","5325","29.823000","1.374000"
"216904","occ","","","22074","Columba sp.","genus","39354","","Columba","genus","39354","Pleistocene","Holocene","2.588","0","5325","29.823000","1.374000"
"216905","occ","","","22074","Columbidae indet.","family","39353","","Columbidae","family","39353","Pleistocene","Holocene","2.588","0","5325","29.823000","1.374000"
"217477","occ","","","22188","Struthio camelus","species","223891","","Struthio camelus","species","223891","Pleistocene","Holocene","2.588","0","5283","33.766701","-4.033000"
"217578","occ","","","22219","Dege hendeyi","species","106250","","Dege hendeyi","species","106250","Late Miocene","","11.608","5.333","5419","18.150000","-32.976002"
"217596","occ","","","22220","cf. Struthio sp.","genus","39278","","Struthio","genus","39278","Miocene","Pliocene","23.03","2.588","5401","18.150000","-32.976002"
"217620","occ","","","22221","Struthio sp.","genus","39278","","Struthio","genus","39278","Zanclean","","5.333","3.6","5391","18.150000","-32.976002"
"217621","occ","","","22221","Accipitridae indet.","family","39323","","Accipitridae","family","39323","Zanclean","","5.333","3.6","5391","18.150000","-32.976002"
"217632","occ","","","22221","Phasianidae indet.","family","39340","","Phasianidae","family","39340","Zanclean","","5.333","3.6","5391","18.150000","-32.976002"
"217637","occ","","","22221","Puffinus sp.","genus","39702","","Puffinus","genus","39702","Zanclean","","5.333","3.6","5391","18.150000","-32.976002"
"217638","occ","","","22221","Anatidae indet.","family","39624","","Anatidae","family","39624","Zanclean","","5.333","3.6","5391","18.150000","-32.976002"
"217641","occ","","","22221","Gruidae indet.","family","39499","","Gruidae","family","39499","Zanclean","","5.333","3.6","5391","18.150000","-32.976002"
"217643","occ","","","22221","Columbidae indet.","family","39353","","Columbidae","family","39353","Zanclean","","5.333","3.6","5391","18.150000","-32.976002"
"217645","occ","","","22221","Inguza predemersus","species","106297","","Inguza predemersus","species","106296","Zanclean","","5.333","3.6","5391","18.150000","-32.976002"
"217651","occ","","","22221","Ciconiidae indet.","family","39634","","Ciconiidae","family","39634","Zanclean","","5.333","3.6","5391","18.150000","-32.976002"
"217660","occ","","","22221","Pachyptila salax","species","173505","","Pachyptila salax","species","173505","Zanclean","","5.333","3.6","5391","18.150000","-32.976002"
"217662","occ","","","22221","Rallidae indet.","family","39513","","Rallidae","family","39513","Zanclean","","5.333","3.6","5391","18.150000","-32.976002"
"217670","occ","","","22221","Oceanites zaloscarthmus","species","336378","","Oceanites zaloscarthmus","species","336378","Zanclean","","5.333","3.6","5391","18.150000","-32.976002"
"217694","occ","","","22222","Phasianidae indet.","family","39340","","Phasianidae","family","39340","Zanclean","","5.333","3.6","5423","18.150000","-32.976002"
"217704","occ","","","22222","Inguza predemersus","species","106297","","Inguza predemersus","species","106296","Zanclean","","5.333","3.6","5423","18.150000","-32.976002"
"217711","occ","","","22222","Pachyptila salax","species","173505","","Pachyptila salax","species","173505","Zanclean","","5.333","3.6","5423","18.150000","-32.976002"
"217716","occ","","","22222","Oceanites zaloscarthmus","species","336378","","Oceanites zaloscarthmus","species","336378","Zanclean","","5.333","3.6","5423","18.150000","-32.976002"
"217718","occ","","","22222","Struthio sp.","genus","39278","","Struthio","genus","39278","Zanclean","","5.333","3.6","5423","18.150000","-32.976002"
"217719","occ","","","22222","Apodidae indet.","family","39423","","Apodidae","family","39423","Zanclean","","5.333","3.6","5423","18.150000","-32.976002"
"217720","occ","","","22222","Pachyptila sp.","genus","39699","","Pachyptila","genus","39699","Zanclean","","5.333","3.6","5423","18.150000","-32.976002"
"217721","occ","","","22222","Geronticus apelex","species","368911","species not entered","Geronticus","genus","368911","Zanclean","","5.333","3.6","5423","18.150000","-32.976002"
"217959","occ","","","22237","cf. Struthio sp.","genus","39278","","Struthio","genus","39278","Late Miocene","Piacenzian","11.608","2.588","8636","36.049999","2.900000"
"218056","occ","","","22243","cf. Struthio sp.","genus","39278","","Struthio","genus","39278","Tortonian","Piacenzian","11.62","2.588","8636","36.049999","2.900000"
"218283","occ","","","22272","Struthio sp.","genus","39278","","Struthio","genus","39278","Pleistocene","","2.588","0.0117","5569","36.000000","0.500000"
"219055","occ","","","22464","Struthio sp.","genus","39278","","Struthio","genus","39278","Calabrian","","1.806","0.781","4784","35.334702","-2.989000"
"219311","occ","36898","","22506","Anserinae indet.","subfamily","83416","","Anserinae","subfamily","83416","Pliocene","","5.333","2.588","72220","18.879400","15.969400"
"219312","occ","36904","","22506","Anhinga cf. melanogaster","species","367451","","Anhinga melanogaster","species","367451","Pliocene","","5.333","2.588","72220","18.879400","15.969400"
"219352","occ","","","22508","Anas acuta","species","83435","","Anas acuta","species","83435","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219354","occ","","","22508","Ardea cinerea","species","83488","","Ardea cinerea","species","83488","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219355","occ","","","22508","Anser fabalis","species","368593","","Anser fabalis","species","368592","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219356","occ","","","22508","Tadorna ferruginea","species","368595","","Tadorna ferruginea","species","368594","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219357","occ","","","22508","Anas platyrhynchos","species","83434","","Anas platyrhynchos","species","83434","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219358","occ","","","22508","Anas penelope","species","368603","recombined as","Mareca penelope","species","368603","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219359","occ","","","22508","Aythya ferina","species","368600","","Aythya ferina","species","368599","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219360","occ","","","22508","Mergus merganser","species","336064","","Mergus merganser","species","336064","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219361","occ","","","22508","Pandion haliaetus","species","368439","","Pandion haliaetus","species","368438","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219362","occ","","","22508","Anas crecca","species","133772","","Anas crecca","species","133772","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219363","occ","","","22508","Anas sp.","genus","67686","","Anas","genus","67686","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219375","occ","","","22512","Platalea leucorodia","species","368589","","Platalea leucorodia","species","368589","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219382","occ","","","22513","Ardea cinerea","species","83488","","Ardea cinerea","species","83488","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219383","occ","","","22513","Anas crecca","species","133772","","Anas crecca","species","133772","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219392","occ","","","22516","Anas acuta","species","83435","","Anas acuta","species","83435","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219430","occ","","","22531","Aquila chrysaetos","species","368058","","Aquila chrysaetos","species","94489","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219445","occ","","","22534","Platalea leucorodia","species","368589","","Platalea leucorodia","species","368589","Pleistocene","Holocene","2.588","0","5225","33.000000","24.500000"
"219457","occ","","","22536","Anas platyrhynchos","species","83434","","Anas platyrhynchos","species","83434","Pleistocene","Holocene","2.588","0","5225","33.000000","24.500000"
"219467","occ","","","22538","Grus grus","species","105610","","Grus grus","species","105609","Pleistocene","Holocene","2.588","0","5225","33.000000","24.500000"
"219473","occ","","","22539","Anser albifrons","species","335665","","Anser albifrons","species","335665","Pleistocene","Holocene","2.588","0","5225","33.000000","24.500000"
"219498","occ","","","22544","Anas acuta","species","83435","","Anas acuta","species","83435","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219501","occ","","","22544","Phalacrocorax carbo","species","336370","","Phalacrocorax carbo","species","336369","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219502","occ","","","22544","Ardea cinerea","species","83488","","Ardea cinerea","species","83488","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219503","occ","","","22544","Phoenicopterus antiquorum","species","368607","subjective synonym of","Phoenicopterus roseus","species","368608","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219504","occ","","","22544","Anas platyrhynchos","species","83434","","Anas platyrhynchos","species","83434","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219505","occ","","","22544","Anas penelope","species","368603","recombined as","Mareca penelope","species","368603","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219506","occ","","","22544","Mergus serrator","species","83462","","Mergus serrator","species","83462","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219507","occ","","","22544","Mergus albellus","species","368596","recombined as","Mergellus albellus","species","368596","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219508","occ","","","22544","Milvus migrans","species","368606","","Milvus migrans","species","368605","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
"219509","occ","","","22544","Anas crecca","species","133772","","Anas crecca","species","133772","Pleistocene","","2.588","0.0117","5225","33.000000","24.500000"
